GSM1705375	GSM1705377
ENST00000270142	46363.993116000005	45654.434444
ENST00000389995	0.0	0.0
ENST00000476106	0.0	0.0
ENST00000470944	631.4110929999999	341.995203
ENST00000458922	0.0	0.0
ENST00000609934	1107.471465	247.197081
ENST00000286835	0.0	1322.690727
ENST00000399804	1566.059539	1049.06503
ENST00000434667	836.883071	0.0
ENST00000467731	410.350092	61.927203000000006
ENST00000472318	82.55757	227.640157
ENST00000485790	0.0	0.0
ENST00000445197	0.0	0.0
ENST00000610276	95.638902	0.0
ENST00000458495	0.0	0.0
ENST00000270112	240.836962	179.258226
ENST00000430354	0.0	0.0
ENST00000465574	0.0	0.0
ENST00000439107	0.0	0.0
ENST00000437109	0.0	0.0
ENST00000411605	0.0	0.0
ENST00000414877	0.0	0.0
ENST00000565959	29.965945	0.0
ENST00000290130	2785.2584260000003	2211.554892
ENST00000486363	0.0	0.0
ENST00000453549	0.0	72.13290699999999
ENST00000399784	0.0	0.0
ENST00000497833	0.0	0.0
ENST00000303645	0.0	0.0
ENST00000339944	0.0	237.005959
ENST00000450936	0.0	0.0
ENST00000382751	923.458154	735.472521
ENST00000480196	0.0	506.200461
ENST00000492603	0.0	0.0
ENST00000363922	0.0	0.0
ENST00000534991	2560.736938	1176.333415
ENST00000469079	159.012679	0.0
ENST00000459833	0.0	127.724753
ENST00000300255	0.0	0.0
ENST00000435323	0.0	0.0
ENST00000437338	0.0	0.0
ENST00000457807	0.0	265.918854
ENST00000401402	0.0	0.0
ENST00000382699	0.0	368.786054
ENST00000481638	0.0	0.0
ENST00000412833	0.0	0.0
ENST00000464037	0.0	77.63676
ENST00000496615	0.0	0.0
ENST00000485488	263.903746	0.0
ENST00000448649	2055.956963	786.559806
ENST00000516236	0.0	0.0
ENST00000517141	0.0	0.0
ENST00000334165	0.0	73.939406
ENST00000300258	38.247683	27.388532
ENST00000491828	0.0	0.0
ENST00000472557	0.0	126.185141
ENST00000582575	0.0	0.0
ENST00000431216	0.0	0.0
ENST00000553001	177.33463400000002	302.358288
ENST00000431599	0.0	0.0
ENST00000440966	625.049935	726.1818860000001
ENST00000382549	458.324128	701.360299
ENST00000290155	4440.100328	1776.247139
ENST00000425336	767.499368	106.33722
ENST00000300260	0.0	2737.484398
ENST00000483315	286.702958	0.0
ENST00000458138	357.994398	0.0
ENST00000435600	881.009377	639.475855
ENST00000411943	0.0	0.0
ENST00000357345	2e-06	44.721287
ENST00000382491	2e-06	1e-06
ENST00000438952	0.0	79.793547
ENST00000630077	358.713717	259.518548
ENST00000382499	2e-06	2e-06
ENST00000433931	0.0	0.0
ENST00000418301	0.0	0.0
ENST00000467445	0.0	0.0
ENST00000464778	0.0	0.0
ENST00000429236	0.0	0.0
ENST00000456084	0.0	0.0
ENST00000458479	88.36846700000001	47.59732
ENST00000440052	42.064687	63.502518
ENST00000455170	0.0	0.0
ENST00000331923	1372.567632	1340.150898
ENST00000466846	927.540722	707.026756
ENST00000443785	89.830324	79.43859499999999
ENST00000497873	291.12237000000005	369.755536
ENST00000290178	57.18680500000001	67.884814
ENST00000445049	0.0	0.0
ENST00000421049	0.0	0.0
ENST00000472588	0.0	0.0
ENST00000464256	201.225215	181.952095
ENST00000382375	0.0	0.0
ENST00000382377	0.0	0.0
ENST00000454365	0.0	0.0
ENST00000612326	0.0	0.0
ENST00000382378	0.0	0.0
ENST00000491756	0.0	0.0
ENST00000477513	0.0	0.0
ENST00000624800	0.0	0.0
ENST00000490358	0.0	0.0
ENST00000487113	0.0	0.0
ENST00000382373	0.0	0.0
ENST00000479548	0.0	0.0
ENST00000444036	5854.959973	8738.18747
ENST00000384370	0.0	0.0
ENST00000427911	0.0	0.0
ENST00000454622	0.0	0.0
ENST00000424837	0.0	0.0
ENST00000382357	200.536514	214.948713
ENST00000430860	0.0	0.0
ENST00000333337	0.0	0.0
ENST00000453716	0.0	0.0
ENST00000382348	137.523857	266.155357
ENST00000426947	0.0	0.0
ENST00000498799	0.0	0.0
ENST00000421051	0.0	0.0
ENST00000450830	0.0	0.0
ENST00000451980	0.0	0.0
ENST00000637328	0.0	0.0
ENST00000382264	757.44874	856.21451
ENST00000404220	490.234704	320.063556
ENST00000342136	284.434664	213.838042
ENST00000420068	0.0	0.0
ENST00000342101	0.0	0.0
ENST00000382238	0.0	0.0
ENST00000413881	0.0	0.0
ENST00000443073	0.0	0.0
ENST00000447980	0.0	0.0
ENST00000433395	0.0	0.0
ENST00000432231	246.747656	0.0
ENST00000417007	0.0	0.0
ENST00000411998	33.61213	162.499378
ENST00000290200	1310.079774	1130.938144
ENST00000422891	0.0	0.0
ENST00000493295	0.0	0.0
ENST00000498371	0.0	0.0
ENST00000451065	0.0	0.0
ENST00000637650	0.0	21.987952
ENST00000609556	0.0	0.0
ENST00000493503	0.0	0.0
ENST00000270139	974.087766	722.295932
ENST00000442071	535.28817	0.0
ENST00000451645	0.0	0.0
ENST00000290219	1063.774074	624.040258
ENST00000439213	0.0	0.0
ENST00000381995	0.0	0.0
ENST00000545369	0.0	0.0
ENST00000405436	2578.883004	2403.586727
ENST00000421802	0.0	0.0
ENST00000484377	276.504793	353.383788
ENST00000420455	0.0	770.759493
ENST00000470682	550.1249349999999	249.182321
ENST00000468874	0.0	114.51878700000002
ENST00000542230	1587.1413710000002	703.876737
ENST00000441128	0.0	0.0
ENST00000442441	250.022292	0.0
ENST00000474272	0.0	281.609569
ENST00000432504	0.0	0.0
ENST00000459909	120.70703799999998	114.496829
ENST00000414617	868.367284	96.928906
ENST00000450928	0.0	87.135796
ENST00000617313	79.34205899999999	83.48012299999999
ENST00000381947	147.096673	0.0
ENST00000314399	0.0	0.0
ENST00000402202	0.0	0.0
ENST00000381815	7711.411359000001	5592.749793
ENST00000381831	0.0	719.804065
ENST00000381839	0.0	0.0
ENST00000424203	184.497337	0.0
ENST00000482663	0.0	0.0
ENST00000487155	247.752723	0.0
ENST00000448054	0.0	0.0
ENST00000460305	0.0	0.0
ENST00000467575	479.871522	277.50250800000003
ENST00000361093	2065.031538	1579.139866
ENST00000366093	0.0	0.0
ENST00000466882	107.663257	96.22845
ENST00000497313	2525.450691	2226.484119
ENST00000430874	0.0	0.0
ENST00000426819	0.0	0.0
ENST00000476524	384.316901	0.0
ENST00000488791	176.262111	229.505297
ENST00000438059	0.0	0.0
ENST00000441403	0.0	0.0
ENST00000356577	3.3e-05	3e-05
ENST00000475072	0.0	0.0
ENST00000381692	1014.186995	1432.63323
ENST00000300278	955.659338	732.316579
ENST00000455528	1868.403219	450.253552
ENST00000381679	1487.136677	1713.34152
ENST00000492229	0.0	0.0
ENST00000290239	0.0	0.0
ENST00000436227	2661.686996	2061.151561
ENST00000421541	0.0	0.0
ENST00000439593	270.660623	0.0
ENST00000429093	723.228758	175.802689
ENST00000474355	1199.616574	800.36977
ENST00000457208	0.0	0.0
ENST00000467616	0.0	0.0
ENST00000484294	0.0	0.0
ENST00000473102	0.0	0.0
ENST00000470533	0.0	0.0
ENST00000478183	1113.1738380000002	1914.786469
ENST00000465834	0.0	0.0
ENST00000477419	991.328285	929.531167
ENST00000491794	0.0	0.0
ENST00000303113	0.0	0.0
ENST00000453626	0.0	0.0
ENST00000457359	994.131084	1165.644349
ENST00000303071	2759.3773170000004	1901.852962
ENST00000417871	0.0	0.0
ENST00000460557	762.0640440000001	0.0
ENST00000444517	0.0	0.0
ENST00000442660	0.0	1306.996298
ENST00000437395	494.348659	1354.01346
ENST00000432378	0.0	0.0
ENST00000440810	0.0	577.16908
ENST00000462566	350.73607000000004	0.0
ENST00000429238	0.0	0.0
ENST00000381554	701.605215	804.492466
ENST00000290244	0.0	0.0
ENST00000468349	502.7834730000001	405.054272
ENST00000381540	0.0	0.0
ENST00000452420	0.0	0.0
ENST00000441940	0.0	0.0
ENST00000480893	0.0	0.0
ENST00000445393	0.0	0.0
ENST00000437996	146.563941	0.0
ENST00000361534	384.333478	0.0
ENST00000429827	0.0	162.281281
ENST00000420072	0.0	0.0
ENST00000440526	0.0	0.0
ENST00000479964	0.0	0.0
ENST00000414079	0.0	0.0
ENST00000426935	0.0	0.0
ENST00000431177	0.0	0.0
ENST00000488167	0.0	107.511356
ENST00000417979	0.0	0.0
ENST00000490714	0.0	0.0
ENST00000413017	480.33509	392.092589
ENST00000438788	0.0	0.0
ENST00000399442	0.0	0.0
ENST00000399353	0.0	0.0
ENST00000444491	0.0	0.0
ENST00000470742	0.0	0.0
ENST00000381318	17.453070999999998	12.522643
ENST00000381291	0.0	0.0
ENST00000381285	0.0	0.0
ENST00000399367	0.0	0.0
ENST00000399352	938.664843	1178.269059
ENST00000399355	0.0	0.0
ENST00000399349	351.618498	0.0
ENST00000451686	0.0	0.0
ENST00000381283	0.0	0.0
ENST00000399338	0.0	274.484033
ENST00000456489	0.0	137.358449
ENST00000379960	0.0	0.0
ENST00000488166	0.0	0.0
ENST00000474132	0.0	0.0
ENST00000419241	0.0	0.0
ENST00000440794	367.255958	0.0
ENST00000465143	0.0	0.0
ENST00000487427	0.0	130.739475
ENST00000437126	0.0	0.0
ENST00000428240	0.0	0.0
ENST00000472548	898.954759	710.873974
ENST00000479424	0.0	0.0
ENST00000462212	0.0	64.720275
ENST00000495656	0.0	0.0
ENST00000475422	0.0	0.0
ENST00000489261	0.0	0.0
ENST00000381284	0.0	0.0
ENST00000420666	0.0	0.0
ENST00000415023	0.0	0.0
ENST00000431254	0.0	347.167847
ENST00000491703	162.64668500000002	144.780402
ENST00000290299	27693.900493	24993.836727
ENST00000417181	0.0	0.0
ENST00000418933	2052.677493	0.0
ENST00000429064	0.0	0.0
ENST00000495005	782.672898	808.844282
ENST00000496044	0.0	169.168827
ENST00000484627	0.0	0.0
ENST00000487374	0.0	0.0
ENST00000596365	129.61566100000002	0.0
ENST00000597626	0.0	0.0
ENST00000616030	0.0	0.0
ENST00000610236	0.0	0.0
ENST00000467060	0.0	0.0
ENST00000601471	0.0	0.0
ENST00000427447	5.921081	25.666855
ENST00000599421	255.339114	516.433617
ENST00000400353	0.0	0.0
ENST00000622171	0.0	0.0
ENST00000628906	0.0	0.0
ENST00000594752	0.0	0.0
ENST00000594370	0.0	0.0
ENST00000595747	0.0	0.0
ENST00000608431	0.0	0.0
ENST00000593977	0.0	0.0
ENST00000600155	0.0	0.0
ENST00000381181	46.192326	0.0
ENST00000620580	0.0	0.0
ENST00000613667	0.0	0.0
ENST00000607953	115.012613	102.697451
ENST00000609132	0.0	0.0
ENST00000488492	0.0	0.0
ENST00000399312	3713.010303	3273.374971
ENST00000477091	0.0	0.0
ENST00000381151	635.9500820000001	545.315647
ENST00000362077	0.0	0.0
ENST00000483977	25.92193	98.009271
ENST00000482679	46.099340000000005	0.0
ENST00000415238	0.0	0.0
ENST00000630751	0.0	0.0
ENST00000430922	0.0	22.516341
ENST00000428914	0.0	0.0
ENST00000609062	0.0	0.0
ENST00000609947	0.0	0.0
ENST00000416145	0.0	0.0
ENST00000419881	0.0	0.0
ENST00000619549	0.0	0.0
ENST00000427022	0.0	0.0
ENST00000290310	109.488731	147.067811
ENST00000440403	161.760083	0.0
ENST00000481710	0.0	243.51549900000003
ENST00000399292	0.0	0.0
ENST00000399299	0.0	0.0
ENST00000489469	0.0	309.280588
ENST00000495363	0.0	0.0
ENST00000474455	61.138935	0.0
ENST00000399295	0.0	0.0
ENST00000410005	0.0	0.0
ENST00000608665	0.0	0.0
ENST00000450895	0.0	0.0
ENST00000608289	0.0	0.0
ENST00000432085	0.0	0.0
ENST00000621601	0.0	0.0
ENST00000611936	0.0	0.0
ENST00000337385	0.0	0.0
ENST00000399289	0.0	0.0
ENST00000399286	0.0	0.0
ENST00000416357	0.0	0.0
ENST00000399284	0.0	0.0
ENST00000408471	0.0	0.0
ENST00000489175	0.0	0.0
ENST00000487434	0.0	0.0
ENST00000620920	0.0	0.0
ENST00000381135	0.0	0.0
ENST00000443408	0.0	0.0
ENST00000482533	0.0	0.0
ENST00000481448	0.0	0.0
ENST00000381132	0.0	0.0
ENST00000487990	0.0	0.0
ENST00000399272	1159.076715	1060.246287
ENST00000489903	0.0	0.0
ENST00000313806	565.018848	222.985654
ENST00000492600	0.0	0.0
ENST00000609325	0.0	0.0
ENST00000463276	0.0	0.0
ENST00000360731	0.0	0.0
ENST00000349499	0.0	0.0
ENST00000430635	0.0	0.0
ENST00000420877	0.0	17.519226999999997
ENST00000419921	0.0	0.0
ENST00000344691	308.435883	306.117707
ENST00000437180	0.0	0.0
ENST00000300305	0.0	0.0
ENST00000482318	238.552361	0.0
ENST00000399240	0.0	77.729152
ENST00000479325	0.0	0.0
ENST00000358356	0.0	0.0
ENST00000469087	0.0	0.0
ENST00000399237	0.0	0.0
ENST00000467577	0.0	0.0
ENST00000455571	0.0	0.0
ENST00000475045	0.0	0.0
ENST00000416754	0.0	0.0
ENST00000468726	0.0	0.0
ENST00000455028	0.0	0.0
ENST00000467692	0.0	0.0
ENST00000494829	0.0	0.0
ENST00000421454	0.0	0.0
ENST00000431167	3473.410872	4841.712547
ENST00000412240	0.0	0.0
ENST00000390235	0.0	0.0
ENST00000434853	0.0	0.0
ENST00000440405	0.0	0.0
ENST00000624569	1648.444303	3155.500064
ENST00000460207	0.0	0.0
ENST00000457157	0.0	0.0
ENST00000453844	44038.874474	40931.621739
ENST00000399215	59.380356000000006	70.819018
ENST00000481477	225.067927	0.0
ENST00000399212	0.0	165.90116
ENST00000332131	560.517161	586.516019
ENST00000487297	177.36451100000002	131.02585
ENST00000469482	0.0	276.752978
ENST00000399205	0.0	0.0
ENST00000399208	374.088398	0.0
ENST00000399201	0.0	0.0
ENST00000399207	0.0	301.821692
ENST00000424303	497.486662	0.0
ENST00000429161	0.0	256.469355
ENST00000485865	0.0	144.636399
ENST00000446166	0.0	0.0
ENST00000442559	0.0	0.0
ENST00000408914	778.029104	825.35096
ENST00000460704	0.0	0.0
ENST00000443703	0.0	0.0
ENST00000436303	0.0	0.0
ENST00000363343	0.0	0.0
ENST00000535199	110.660875	0.0
ENST00000466328	0.0	0.0
ENST00000530908	107.177296	543.155036
ENST00000290349	10315.081442	6292.2481530000005
ENST00000439427	0.0	467.09171900000007
ENST00000399191	0.0	0.0
ENST00000415147	0.0	0.0
ENST00000445464	0.0	0.0
ENST00000422473	0.0	39.830692
ENST00000452572	1144.849282	842.1425869999999
ENST00000453159	0.0	75.400024
ENST00000413862	0.0	0.0
ENST00000419943	1875.970343	594.469237
ENST00000608690	0.0	0.0
ENST00000608622	0.0	0.0
ENST00000608632	0.0	0.0
ENST00000609192	0.0	0.0
ENST00000608641	0.0	0.0
ENST00000625189	0.0	0.0
ENST00000625079	0.0	0.0
ENST00000623579	0.0	0.0
ENST00000623638	0.0	0.0
ENST00000624080	74.176058	0.0
ENST00000624086	0.0	0.0
ENST00000624883	0.0	0.0
ENST00000623647	0.0	0.0
ENST00000623484	0.0	0.0
ENST00000290354	1403.1084449999998	1426.113856
ENST00000427491	0.0	0.0
ENST00000432988	0.0	9.667595
ENST00000270190	0.0	0.0
ENST00000399151	494.555296	413.041197
ENST00000492760	0.0	0.0
ENST00000437106	3714.238503	2778.817515
ENST00000463668	0.0	0.0
ENST00000399149	0.0	120.158316
ENST00000608391	68.20066	0.0
ENST00000492336	0.0	46.941244
ENST00000400485	0.0	801.697024
ENST00000487909	900.267508	0.0
ENST00000485933	0.0	0.0
ENST00000485299	0.0	0.0
ENST00000397184	113.658217	101.490075
ENST00000484028	106.00723700000002	0.0
ENST00000546482	0.0	0.0
ENST00000549948	0.0	0.0
ENST00000551788	0.0	0.0
ENST00000551367	0.0	0.0
ENST00000552581	0.0	0.0
ENST00000547657	0.0	0.0
ENST00000314103	2094.529372	2201.054763
ENST00000480486	0.0	280.447779
ENST00000444161	0.0	0.0
ENST00000481458	0.0	304.600293
ENST00000429588	0.0	0.0
ENST00000428667	0.0	0.0
ENST00000454980	0.0	0.0
ENST00000399139	0.0	40.691755
ENST00000399137	0.0	0.0
ENST00000399135	0.0	0.0
ENST00000399136	0.0	0.0
ENST00000342108	0.0	0.0
ENST00000624669	836.5997	721.391396
ENST00000433951	1757.523274	1617.654788
ENST00000478313	0.0	0.0
ENST00000457669	0.0	0.0
ENST00000430607	0.0	0.0
ENST00000460783	109.360849	79.07784000000001
ENST00000481185	68.96491999999999	109.958553
ENST00000290399	720.319061	626.169425
ENST00000431229	0.0	0.0
ENST00000483178	295.794896	462.370492
ENST00000612277	0.0	0.0
ENST00000336648	1188.824177	1133.32113
ENST00000399120	60.59297	44.418567
ENST00000434195	0.0	0.0
ENST00000362936	0.0	0.0
ENST00000482273	0.0	0.0
ENST00000448340	135.98593	0.0
ENST00000419461	0.0	0.0
ENST00000427746	151.356067	0.0
ENST00000604662	0.0	0.0
ENST00000637940	0.0	42.882087
ENST00000430068	0.0	0.0
ENST00000384685	0.0	0.0
ENST00000400819	0.0	0.0
ENST00000485272	0.0	0.0
ENST00000490393	56.32911	125.790247
ENST00000329553	0.0	0.0
ENST00000390834	0.0	0.0
ENST00000360525	83.66415400000001	54.658855
ENST00000464265	0.0	106.917769
ENST00000329667	0.0	0.0
ENST00000399102	0.0	0.0
ENST00000399103	2842.568323	1989.049489
ENST00000399098	1363.566064	1285.741363
ENST00000479152	0.0	0.0
ENST00000430792	0.0	0.0
ENST00000492275	125.54713999999998	436.062346
ENST00000418766	0.0	0.0
ENST00000485402	0.0	0.0
ENST00000450533	0.0	0.0
ENST00000438055	0.0	0.0
ENST00000355666	1773.85346	2162.834837
ENST00000463216	0.0	0.0
ENST00000481605	0.0	0.0
ENST00000494243	0.0	0.0
ENST00000540756	0.0	0.0
ENST00000399010	81.55684699999999	48.984339
ENST00000399017	86.10391700000001	178.354869
ENST00000484047	0.0	0.0
ENST00000354749	4e-05	4.3e-05
ENST00000479930	3.6e-05	56.50559499999999
ENST00000460328	0.0	0.0
ENST00000491952	653.445201	0.0
ENST00000602568	0.0	0.0
ENST00000476784	617.333162	546.023628
ENST00000414818	0.0	0.0
ENST00000411496	249.066146	319.808504
ENST00000487711	0.0	0.0
ENST00000472398	274.073378	48.266388
ENST00000469939	0.0	0.0
ENST00000424733	0.0	0.0
ENST00000428693	0.0	0.0
ENST00000488522	0.0	0.0
ENST00000581640	0.0	0.0
ENST00000578829	0.0	0.0
ENST00000585273	0.0	0.0
ENST00000584840	0.0	0.0
ENST00000454482	0.0	0.0
ENST00000579533	0.0	0.0
ENST00000440629	0.0	0.0
ENST00000497493	26.25126	51.213305
ENST00000309117	910.75891	1107.585638
ENST00000399000	85.240204	21.473852
ENST00000399001	0.0	0.0
ENST00000476950	715.018075	0.0
ENST00000488368	0.0	0.0
ENST00000398998	0.0	0.0
ENST00000495858	0.0	127.053713
ENST00000480452	0.0	0.0
ENST00000475009	0.0	0.0
ENST00000492514	0.0	0.0
ENST00000462467	0.0	0.0
ENST00000498789	245.092044	328.412019
ENST00000608405	0.0	0.0
ENST00000608783	338.909704	151.273048
ENST00000608928	0.0	0.0
ENST00000462274	0.0	390.667995
ENST00000338785	917.725551	890.014323
ENST00000455097	0.0	0.0
ENST00000426672	0.0	0.0
ENST00000339659	68.61618100000001	1.8e-05
ENST00000398960	314.032974	436.643389
ENST00000498351	0.0	0.0
ENST00000398956	0.0	0.0
ENST00000609713	0.0	0.0
ENST00000435001	0.0	0.0
ENST00000398948	0.0	0.0
ENST00000417138	0.0	0.0
ENST00000328264	0.0	0.0
ENST00000482032	0.0	0.0
ENST00000478613	0.0	0.0
ENST00000469658	0.0	0.0
ENST00000400477	0.0	0.0
ENST00000495344	0.0	0.0
ENST00000465532	0.0	0.0
ENST00000357704	0.0	0.0
ENST00000614538	0.0	0.0
ENST00000472602	0.0	0.0
ENST00000549158	0.0	0.0
ENST00000549805	0.0	0.0
ENST00000547341	0.0	0.0
ENST00000549932	0.0	0.0
ENST00000547595	0.0	0.0
ENST00000548700	0.0	0.0
ENST00000551422	0.0	0.0
ENST00000632732	0.0	0.0
ENST00000605450	0.0	0.0
ENST00000432141	0.0	0.0
ENST00000538415	0.0	0.0
ENST00000444977	0.0	0.0
ENST00000423089	0.0	0.0
ENST00000613499	0.0	0.0
ENST00000612702	0.0	0.0
ENST00000398925	0.0	0.0
ENST00000398928	0.0	0.0
ENST00000328656	0.0	5.238824
ENST00000443341	0.0	0.0
ENST00000417042	0.0	0.0
ENST00000398938	0.0	0.0
ENST00000398932	0.0	0.0
ENST00000438657	0.0	0.0
ENST00000398934	0.0	0.0
ENST00000398930	0.0	0.0
ENST00000398927	0.0	0.0
ENST00000419868	0.0	0.0
ENST00000414189	0.0	0.0
ENST00000436845	0.0	0.0
ENST00000398905	0.0	0.0
ENST00000398907	0.0	0.0
ENST00000288319	0.0	0.0
ENST00000398897	10.773108	0.0
ENST00000398911	0.0	0.0
ENST00000417133	0.0	0.0
ENST00000398910	0.0	0.0
ENST00000442448	0.0	0.0
ENST00000453032	0.0	0.0
ENST00000398919	0.0	0.0
ENST00000481609	0.0	0.0
ENST00000492833	0.0	0.0
ENST00000429727	0.0	0.0
ENST00000468474	0.0	0.0
ENST00000473107	0.0	0.0
ENST00000485493	0.0	0.0
ENST00000442212	0.0	0.0
ENST00000448579	0.0	0.0
ENST00000411989	0.0	0.0
ENST00000429621	0.0	0.0
ENST00000360214	0.0	0.0
ENST00000360938	1382.839539	1019.300539
ENST00000432278	0.0	0.0
ENST00000456966	0.0	0.0
ENST00000416842	0.0	0.0
ENST00000626259	0.0	0.0
ENST00000380931	0.0	0.0
ENST00000415824	0.0	0.0
ENST00000434589	0.0	0.0
ENST00000606322	0.0	0.0
ENST00000451820	0.0	0.0
ENST00000440379	0.0	0.0
ENST00000623098	0.0	0.0
ENST00000613045	0.0	77.16179
ENST00000615324	0.0	0.0
ENST00000433952	0.0	0.0
ENST00000417335	0.0	0.0
ENST00000419664	0.0	0.0
ENST00000440714	0.0	0.0
ENST00000467573	320.436201	571.240004
ENST00000437262	119.808464	0.0
ENST00000616808	0.0	0.0
ENST00000331573	0.0	43.647525
ENST00000481921	4464.612211	3866.543271
ENST00000411828	2720.691882	1696.898759
ENST00000431628	3101.050825	4199.099745
ENST00000380900	4290.021793	4090.365272
ENST00000333229	186.403817	346.159327
ENST00000608767	349.70095200000003	375.697606
ENST00000446924	0.0	0.0
ENST00000342449	390.974622	278.541567
ENST00000380800	26.315092	4e-06
ENST00000491564	0.0	0.0
ENST00000424441	0.0	0.0
ENST00000473813	0.0	0.0
ENST00000419324	0.0	0.0
ENST00000435608	0.0	0.0
ENST00000438852	0.0	0.0
ENST00000445668	0.0	0.0
ENST00000430093	0.0	0.0
ENST00000445245	0.0	0.0
ENST00000455867	0.0	0.0
ENST00000412604	0.0	0.0
ENST00000496759	0.0	0.0
ENST00000341322	689.4282599999999	282.411075
ENST00000470108	0.0	0.0
ENST00000484090	0.0	0.0
ENST00000603064	0.0	100.678972
ENST00000423274	0.0	0.0
ENST00000288344	1130.729339	2310.10491
ENST00000486741	2712.704786	2082.936204
ENST00000431390	142.606683	279.138397
ENST00000380749	23244.603962	15609.377163999998
ENST00000492280	684.34839	4158.824284
ENST00000436324	559.156365	1030.640865
ENST00000380748	0.0	0.0
ENST00000419378	0.0	0.0
ENST00000489072	0.0	0.0
ENST00000482192	0.0	206.496632
ENST00000380747	0.0	0.0
ENST00000485550	943.275344	0.0
ENST00000490032	0.0	497.478147
ENST00000443046	0.0	0.0
ENST00000464078	0.0	0.0
ENST00000517106	0.0	0.0
ENST00000491183	0.0	0.0
ENST00000479586	0.0	600.866675
ENST00000471260	0.0	0.0
ENST00000482733	236.789225	309.92472999999995
ENST00000463631	0.0	0.0
ENST00000444889	0.0	0.0
ENST00000333781	770.1040690000001	0.0
ENST00000623703	55.781159	40.232312
ENST00000487869	524.002318	0.0
ENST00000471468	0.0	0.0
ENST00000398753	794.614434	0.0
ENST00000442773	0.0	116.583487
ENST00000380713	0.0	0.0
ENST00000380708	1617.66897	2044.798549
ENST00000466787	283.543067	256.808265
ENST00000415847	0.0	0.0
ENST00000490860	132.951009	108.807358
ENST00000380671	0.0	0.0
ENST00000288350	0.0	0.0
ENST00000358268	0.0	0.0
ENST00000495240	60.278367	0.0
ENST00000478273	245.92908	0.0
ENST00000484878	95.828822	0.0
ENST00000485895	0.0	54.34700600000001
ENST00000491625	0.0	0.0
ENST00000459939	0.0	0.0
ENST00000490184	0.0	0.0
ENST00000418018	0.0	0.0
ENST00000466954	0.0	0.0
ENST00000476914	0.0	0.0
ENST00000480690	0.0	282.208429
ENST00000448288	0.0	0.0
ENST00000434281	0.0	0.0
ENST00000438404	0.0	0.0
ENST00000411566	0.0	0.0
ENST00000468009	0.0	0.0
ENST00000415863	0.0	0.0
ENST00000426783	0.0	0.0
ENST00000456017	0.0	0.0
ENST00000451131	0.0	0.0
ENST00000480612	0.0	0.0
ENST00000380637	604.085042	0.0
ENST00000380634	0.0	370.221565
ENST00000458295	0.0	0.0
ENST00000440288	0.0	0.0
ENST00000380631	116.496376	170.980861
ENST00000611656	0.0	0.0
ENST00000333634	222.8974	321.490032
ENST00000452550	0.0	0.0
ENST00000423596	0.0	0.0
ENST00000450079	183.45064	0.0
ENST00000431743	0.0	0.0
ENST00000447939	0.0	0.0
ENST00000411867	0.0	0.0
ENST00000380620	11.137607	53.054557
ENST00000475838	0.0	0.0
ENST00000489821	0.0	0.0
ENST00000380612	53.654971	0.0
ENST00000380604	0.0	187.134632
ENST00000329618	0.0	0.0
ENST00000615480	0.0	0.0
ENST00000416555	0.0	0.0
ENST00000380618	0.0	0.0
ENST00000343118	0.0	0.0
ENST00000398714	0.0	0.0
ENST00000457325	0.0	0.0
ENST00000419826	0.0	0.0
ENST00000380588	0.0	0.0
ENST00000479378	0.0	0.0
ENST00000459922	0.0	0.0
ENST00000328619	0.0	0.0
ENST00000462224	0.0	0.0
ENST00000468717	0.0	0.0
ENST00000467565	0.0	0.0
ENST00000400454	0.0	2.2e-05
ENST00000617870	0.0	0.0
ENST00000404019	0.0	8.285082000000001
ENST00000585040	0.0	0.0
ENST00000427451	0.0	0.0
ENST00000422749	0.0	0.0
ENST00000444046	0.0	0.0
ENST00000455354	0.0	0.0
ENST00000384418	0.0	0.0
ENST00000441910	0.0	0.0
ENST00000440363	0.0	0.0
ENST00000456507	0.0	0.0
ENST00000441268	0.0	0.0
ENST00000435493	0.0	0.0
ENST00000446910	0.0	0.0
ENST00000582241	0.0	0.0
ENST00000330333	0.0	0.0
ENST00000328735	0.0	0.0
ENST00000347667	242.167467	107.319837
ENST00000623119	0.0	0.0
ENST00000624999	0.0	0.0
ENST00000430327	0.0	0.0
ENST00000440221	0.0	0.0
ENST00000433378	0.0	0.0
ENST00000414699	0.0	0.0
ENST00000470864	0.0	0.0
ENST00000487994	707.777568	518.0861150000001
ENST00000491838	0.0	0.0
ENST00000466122	1609.4224	787.973803
ENST00000465326	0.0	0.0
ENST00000463674	0.0	0.0
ENST00000475618	0.0	0.0
ENST00000479810	0.0	0.0
ENST00000518236	0.0	0.0
ENST00000357985	0.0	0.0
ENST00000398652	0.0	0.0
ENST00000398647	69.677773	0.0
ENST00000398646	0.0	0.0
ENST00000330714	0.0	0.0
ENST00000436410	0.0	0.0
ENST00000435611	0.0	0.0
ENST00000494252	0.0	0.0
ENST00000495892	0.0	0.0
ENST00000416447	0.0	0.0
ENST00000418103	0.0	0.0
ENST00000482953	0.0	0.0
ENST00000496774	0.0	0.0
ENST00000493753	0.0	0.0
ENST00000481838	0.0	0.0
ENST00000474368	0.0	0.0
ENST00000398632	0.0	0.0
ENST00000490220	0.0	0.0
ENST00000468506	0.0	0.0
ENST00000398600	0.0	0.0
ENST00000413778	0.0	0.0
ENST00000419044	0.0	125.032638
ENST00000455164	0.0	0.0
ENST00000398598	0.0	0.0
ENST00000424365	0.0	0.0
