ID	activities_GSM1705375	activities_GSM1705377	deltas_GSM1705375	deltas_GSM1705377	zscores_GSM1705375	zscores_GSM1705377	combined.Zscore	regions_present_fraction	region	motif	standard_zscores_GSM1705375	pval_GSM1705375	corr_pval_GSM1705375	standard_zscores_GSM1705377	pval_GSM1705377	corr_pval_GSM1705377	combined.standard.Zscore	max.abs.standard.Zscore	significance-marker
u0to0.d0to50|PTBP1_11	1.30423257	-1.30423257	0.02988141	0.03162874	43.6469624	-41.2356758	42.45844	0.8235294	u0to0.d0to50	PTBP1_11	1.97378903306038	0.0242028681905867	1.0	-2.55993019876884	0.00523465943723918	0.523465943723919	2.28572589887743	2.55993019876884	False
u0to0.d0to50|RALY_M150_0.6	-0.5923130999999999	0.5923130999999999	0.02459344	0.01661357	-24.0841891	35.65236820000001	30.423178000000004	0.4705882000000001	u0to0.d0to50	RALY_M150_0.6	-1.5507655318457498	0.060478941783378	1.0	2.83526942510346	0.00228935266664684	0.228935266664684	2.28512871056395	2.83526942510346	False
u25to0.d0to25|SF1_1204	-4.80264071	4.80264071	0.09897038	0.18700042	-48.52604210000001	25.6825128	38.8224692	0.3101604	u25to0.d0to25	SF1_1204	-2.59846609355261	0.004682064621524	0.4682064621524	1.82844823068443	0.0337411542540208	1.0	2.24669189828463	2.59846609355261	False
u0to0.d0to50|RBMX_844	-4.28306079	4.28306079	0.13876270000000002	0.13724697	-30.8660803	31.2069602	31.036988	0.1336898	u0to0.d0to50	RBMX_844	-1.9036776713604096	0.0284760880918523	1.0	2.52333713600063	0.0058123446841670786	0.581234468416708	2.23508601382095	2.52333713600063	False
u0to0.d0to50|RBMX_845	1.89475263	-1.89475263	0.09065985	0.03922398	20.8995776	-48.305979	37.217334	0.2887701	u0to0.d0to50	RBMX_845	0.7900737534446719	0.21474234850645496	1.0	-3.0560502088617403	0.0011213684822482	0.11213684822482	2.2320012785576604	3.0560502088617403	False
u25to0.d0to25|RBM46_M052_0.6	1.03071688	-1.03071688	0.03428411	0.02585153	30.0639855	-39.8706384	35.309425299999994	0.5989305	u25to0.d0to25	RBM46_M052_0.6	1.56279047106847	0.0590509431135737	1.0	-2.7327099093596	0.00314078152223021	0.314078152223021	2.22598489495937	2.7327099093596	False
u50to0.d0to0|PCBP2_M043_0.6	-2.130327601	2.130327601	0.03979704	0.0513436	-53.52979768	41.4915932	47.89045595	0.7005348000000001	u50to0.d0to0	PCBP2_M043_0.6	-2.48766776996598	0.00642918947788246	0.642918947788246	1.86128536862001	0.0313519441313181	1.0	2.19691535535241	2.48766776996598	False
u50to0.d0to0|PTBP1_8	1.987137146	-1.987137146	0.11392131	0.03189611	17.44306715	-62.3003015	45.74706637	0.486631	u50to0.d0to0	PTBP1_8	0.8096756508839279	0.20906330796267894	1.0	-2.94571563167584	0.0016110423717359099	0.161104237173591	2.16018694125459	2.94571563167584	False
u0to0.d0to50|RBM4_s102	1.90714976	-1.90714976	0.04041274	0.05457773	47.1917965	-34.9437354	41.521864	0.3208556	u0to0.d0to50	RBM4_s102	2.15825306375074	0.0154540808952044	1.0	-2.11842755787051	0.0170694370205293	1.0	2.13843302503664	2.15825306375074	False
u50to0.d0to0|SFPQ_s26	1.68974767	-1.68974767	0.03639677	0.03829414	46.42575607	-44.1254866	45.29022737	0.6096256999999999	u50to0.d0to0	SFPQ_s26	2.1561885591314502	0.015534472269358997	1.0	-2.10397019811366	0.0176905233647947	1.0	2.1302393876134897	2.1561885591314502	False
u0to0.d0to50|RBFOX1_M298_0.6	-2.54508754	2.54508754	0.08249222	0.09016754	-30.8524539	28.2262062	29.568502	0.2887701	u0to0.d0to50	RBFOX1_M298_0.6	-1.90296858862286	0.0285223220368732	1.0	2.31417896233639	0.0103289537312766	1.0	2.11857425159063	2.31417896233639	False
u25to0.d0to25|RBFOX1_M298_0.6	0.89834909	-0.89834909	0.02511724	0.02631515	35.7662391	-34.138098799999995	34.9616479	0.3208556	u25to0.d0to25	RBFOX1_M298_0.6	1.86471860305622	0.0311104288951577	1.0	-2.33384243798677	0.00980198686944162	0.980198686944162	2.11234419471969	2.33384243798677	False
u25to0.d0to25|RBFOX1_s92	0.7794711	-0.7794711	0.02257649	0.02265342	34.5257909	-34.4085353	34.467213	0.3796791	u25to0.d0to25	RBFOX1_s92	1.79903821875104	0.0360063176486588	1.0	-2.35265928539623	0.00931985228110199	0.9319852281101992	2.094223510718	2.35265928539623	False
u25to0.d0to25|PTBP1_489	-1.05805747	1.05805747	0.03118864	0.03257797	-33.9244477	32.4776953	33.2089509	0.8288770000000001	u25to0.d0to25	PTBP1_489	-1.82532753632764	0.0339758085974135	1.0	2.3012539067746403	0.0106886417360429	1.0	2.07696776074178	2.3012539067746403	False
u50to0.d0to0|PHAX_472	2.66497697	-2.66497697	0.04400296	0.18635144	60.56358202	-14.300812099999998	44.00261749	0.7593583	u50to0.d0to0	PHAX_472	2.81302082161677	0.0024539236549262398	0.245392365492624	-0.72267505392743	0.234939772592225	1.0	2.05369732146907	2.81302082161677	False
u0to0.d0to50|SF1_1200	1.76014364	-1.76014364	0.06145468	0.04207139	28.6413285	-41.8370669	35.85154	0.3315508	u0to0.d0to50	SF1_1200	1.19293451796247	0.116447509671544	1.0	-2.6021295430065496	0.00463234245833639	0.463234245833639	2.02412585116808	2.6021295430065496	False
u50to0.d0to0|PTBP1_1000	-2.838612388	2.838612388	0.06990015	0.06129467	-40.60952945	46.310916	43.55361534	0.22994650000000005	u50to0.d0to0	PTBP1_1000	-1.88740228053067	0.0295531193139909	1.0	2.08448670420897	0.0185579591920829	1.0	1.98838781284944	2.08448670420897	False
u0to0.d0to50|RBMX_526	1.84580567	-1.84580567	0.0913793	0.043618199999999996	20.1993853	-42.3173297	33.156987	0.4973262	u0to0.d0to50	RBMX_526	0.75363755071339	0.225533444967104	1.0	-2.63582936866371	0.00419659627208012	0.419659627208012	1.93850019584154	2.63582936866371	False
u25to0.d0to25|PTBP1_8	-1.28446417	1.28446417	0.03649957	0.04851285	-35.1912177	26.476779600000004	31.1403409	0.4385027	u25to0.d0to25	PTBP1_8	-1.89240163134126	0.0292187444240308	1.0	1.8837129496776297	0.0298019069178762	1.0	1.8880622885760805	1.89240163134126	False
u25to0.d0to25|RBMS3_M055_0.6	-1.07261041	1.07261041	0.0329232	0.03806614	-32.5791646	28.1775482	30.4579726	0.4438503	u25to0.d0to25	RBMS3_M055_0.6	-1.75409625798224	0.0397070073856607	1.0	2.00205164739414	0.0226395885512299	1.0	1.88216158725824	2.00205164739414	False
u0to0.d0to50|SRSF1_1234	-1.26711604	1.26711604	0.04781741	0.05231999	-26.4990537	24.2185851	25.384441	0.2941176	u0to0.d0to50	SRSF1_1234	-1.6764288619540502	0.0468271097628769	1.0	2.03296598400464	0.0210279798818762	1.0	1.86324507530712	2.03296598400464	False
u50to0.d0to0|SRSF1_1223	2.055128395	-2.055128395	0.05244814	0.05214941	39.18401233	-39.40847150000001	39.29640216	0.27272729999999995	u50to0.d0to0	SRSF1_1223	1.81974284662195	0.0343990875284605	1.0	-1.88550712477205	0.0296807017210624	1.0	1.85291677435846	1.88550712477205	False
u0to0.d0to50|SF1_1199	6.04024917	-6.04024917	0.11567235	0.31805231	52.21860770000001	-18.9913705	39.290299	0.2941176	u0to0.d0to50	SF1_1199	2.4198353633205496	0.00776376771498744	0.7763767714987441	-0.999057254883568	0.15888347817826198	1.0	1.85117781211209	2.4198353633205496	False
